id,primary_name,names_sindarin,names_quenya,names_other_languages,race,ancestors,descendants,spouse,alliances,origin_country,birth_place,birth_time,age,death_place,death_time,death_mode,titles,occupations,battles,era,sources
399,Dunlending Chieftain,"","","","Man (Dunlending)","—","—","—","Dunland","Dunland","Dunland","T.A.","—","Rohan","T.A.","unknown","Chieftain","Leader","War of the Ring","Third Age","LOTR"
400,Dunlending Scout,"","","","Man (Dunlending)","—","—","—","Dunland","Dunland","Dunland","T.A.","—","Rohan","T.A.","slain","Scout","Warrior","War of the Ring","Third Age","LOTR"
401,Dunlending Archer,"","","","Man (Dunlending)","—","—","—","Dunland","Dunland","Dunland","T.A.","—","Rohan","T.A. 3019","slain","Archer","Warrior","Battle of Helm’s Deep","Third Age","LOTR"
402,Dunlending Spearman,"","","","Man (Dunlending)","—","—","—","Dunland","Dunland","Dunland","T.A.","—","Rohan","T.A. 3019","slain","Spearman","Warrior","Battle of Helm’s Deep","Third Age","LOTR"
403,Dunlending Raider,"","","","Man (Dunlending)","—","—","—","Dunland","Dunland","Dunland","T.A.","—","Rohan","T.A.","slain","Raider","Warrior","War of the Ring","Third Age","LOTR"
404,Isengard Engineer,"","","","Man (Isengard)","—","—","—","Isengard","Isengard","Isengard","T.A.","—","Helm’s Deep","T.A. 3019","slain","Engineer","Demolition","Battle of Helm’s Deep","Third Age","LOTR"
405,Isengard Ballista Operator,"","","","Man (Isengard)","—","—","—","Isengard","Isengard","Isengard","T.A.","—","Helm’s Deep","T.A. 3019","slain","Operator","Artillery","Battle of Helm’s Deep","Third Age","LOTR"
406,Isengard Scout,"","","","Man (Isengard)","—","—","—","Isengard","Isengard","Isengard","T.A.","—","Rohan","T.A.","slain","Scout","Spy","War of the Ring","Third Age","LOTR"
407,Isengard Wolf-rider,"","","","Man (Isengard)","—","—","—","Isengard","Isengard","Isengard","T.A.","—","Rohan","T.A.","slain","Rider","Warrior","War of the Ring","Third Age","LOTR"
408,Uruk-hai Commander,"","","","Uruk-hai","—","—","—","Isengard","Isengard","Isengard","T.A.","—","Rohan","T.A.","slain","Commander","Warrior","War of the Ring","Third Age","LOTR"
409,Uruk-hai Shield-bearer,"","","","Uruk-hai","—","—","—","Isengard","Isengard","Isengard","T.A.","—","Helm’s Deep","T.A. 3019","slain","Shield-bearer","Warrior","Battle of Helm’s Deep","Third Age","LOTR"
410,Uruk-hai Runner,"","","","Uruk-hai","—","—","—","Isengard","Isengard","Isengard","T.A.","—","Rohan","T.A.","slain","Runner","Scout","War of the Ring","Third Age","LOTR"
411,Orc of the White Hand,"","","","Orc","—","—","—","Isengard","Isengard","Isengard","T.A.","—","Rohan","T.A.","slain","Orc","Warrior","War of the Ring","Third Age","LOTR"
412,Orc of the Eye,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Gorgoroth","T.A.","slain","Orc","Warrior","War of the Ring","Third Age","LOTR"
413,Orc Banner-bearer,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Morannon","T.A. 3019","slain","Banner-bearer","Warrior","Battle of the Morannon","Third Age","LOTR"
414,Orc Captain of Gorgoroth,"","","","Orc","—","—","—","Mordor","Mordor","Gorgoroth","T.A.","—","Gorgoroth","T.A.","slain","Captain","Warrior","War of the Ring","Third Age","LOTR"
415,Orc Sergeant of Barad-dûr,"","","","Orc","—","—","—","Mordor","Mordor","Barad-dûr","T.A.","—","Barad-dûr","T.A.","slain","Sergeant","Warrior","War of the Ring","Third Age","LOTR"
416,Orc Lieutenant of Minas Morgul,"","","","Orc","—","—","—","Mordor","Mordor","Minas Morgul","T.A.","—","Minas Morgul","T.A.","slain","Lieutenant","Warrior","War of the Ring","Third Age","LOTR"
417,Orc Archer of Cirith Ungol,"","","","Orc","—","—","—","Mordor","Mordor","Cirith Ungol","T.A.","—","Cirith Ungol","T.A.","slain","Archer","Warrior","War of the Ring","Third Age","LOTR"
418,Orc Guard of Shelob’s Lair,"","","","Orc","—","—","—","Mordor","Mordor","Cirith Ungol","T.A.","—","Cirith Ungol","T.A.","slain","Guard","Warrior","Shelob’s Lair","Third Age","LOTR"
419,Orc Patrol Leader,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Leader","Warrior","War of the Ring","Third Age","LOTR"
420,Orc Tracker,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Tracker","Scout","War of the Ring","Third Age","LOTR"
421,Orc Skirmisher of Mordor,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Gorgoroth","T.A.","slain","Skirmisher","Warrior","War of the Ring","Third Age","LOTR"
422,Orc Spear-thrower,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Morannon","T.A. 3019","slain","Spear-thrower","Warrior","Battle of the Morannon","Third Age","LOTR"
423,Orc Gate-guard of Mordor,"","","","Orc","—","—","—","Mordor","Mordor","Morannon","T.A.","—","Morannon","T.A. 3019","slain","Gate-guard","Warrior","Battle of the Morannon","Third Age","LOTR"
424,Orc Whipmaster,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Whipmaster","Overseer","War of the Ring","Third Age","LOTR"
425,Orc Kennel-master,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Kennel-master","Beast-handler","War of the Ring","Third Age","LOTR"
426,Orc Wolf-handler,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Handler","Beast-handler","War of the Ring","Third Age","LOTR"
427,Orc Fire-starter,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Gorgoroth","T.A.","slain","Fire-starter","Saboteur","War of the Ring","Third Age","LOTR"
428,Orc Siege Engineer,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Minas Tirith","T.A. 3019","slain","Engineer","Siege-worker","Siege of Gondor","Third Age","LOTR"
429,Orc Boulder-thrower,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Minas Tirith","T.A. 3019","slain","Artillery","Warrior","Siege of Gondor","Third Age","LOTR"
430,Orc Siege-tower Guard,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Minas Tirith","T.A. 3019","slain","Guard","Warrior","Siege of Gondor","Third Age","LOTR"
431,Orc Captain of Udûn,"","","","Orc","—","—","—","Mordor","Mordor","Udûn","T.A.","—","Udûn","T.A.","slain","Captain","Warrior","War of the Ring","Third Age","LOTR"
432,Orc Captain of Cirith Gorgor,"","","","Orc","—","—","—","Mordor","Mordor","Cirith Gorgor","T.A.","—","Cirith Gorgor","T.A.","slain","Captain","Warrior","War of the Ring","Third Age","LOTR"
433,Orc Captain of Minas Morgul,"","","","Orc","—","—","—","Mordor","Mordor","Minas Morgul","T.A.","—","Minas Morgul","T.A.","slain","Captain","Warrior","War of the Ring","Third Age","LOTR"
434,Orc Captain of Gorgoroth,"","","","Orc","—","—","—","Mordor","Mordor","Gorgoroth","T.A.","—","Gorgoroth","T.A.","slain","Captain","Warrior","War of the Ring","Third Age","LOTR"
435,Orc Captain of Barad-dûr,"","","","Orc","—","—","—","Mordor","Mordor","Barad-dûr","T.A.","—","Barad-dûr","T.A.","slain","Captain","Warrior","War of the Ring","Third Age","LOTR"
436,Orc Captain of Nurn,"","","","Orc","—","—","—","Mordor","Mordor","Nurn","T.A.","—","Nurn","T.A.","slain","Captain","Warrior","War of the Ring","Third Age","LOTR"
437,Orc Overseer of Nurn,"","","","Orc","—","—","—","Mordor","Mordor","Nurn","T.A.","—","Nurn","T.A.","slain","Overseer","Slave-driver","War of the Ring","Third Age","LOTR"
438,Orc Slave-driver,"","","","Orc","—","—","—","Mordor","Mordor","Nurn","T.A.","—","Nurn","T.A.","slain","Slave-driver","Overseer","War of the Ring","Third Age","LOTR"
439,Orc Haradrim Liaison,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Harad","T.A.","slain","Liaison","Servant","War of the Ring","Third Age","LOTR"
440,Orc Easterling Liaison,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Rhûn","T.A.","slain","Liaison","Servant","War of the Ring","Third Age","LOTR"
441,Orc Quartermaster,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Quartermaster","Logistics","War of the Ring","Third Age","LOTR"
442,Orc Armorer,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Armorer","Smith","War of the Ring","Third Age","LOTR"
443,Orc Scout of Gorgoroth,"","","","Orc","—","—","—","Mordor","Mordor","Gorgoroth","T.A.","—","Gorgoroth","T.A.","slain","Scout","Scout","War of the Ring","Third Age","LOTR"
444,Orc Scout of Udûn,"","","","Orc","—","—","—","Mordor","Mordor","Udûn","T.A.","—","Udûn","T.A.","slain","Scout","Scout","War of the Ring","Third Age","LOTR"
445,Orc Scout of Nurn,"","","","Orc","—","—","—","Mordor","Mordor","Nurn","T.A.","—","Nurn","T.A.","slain","Scout","Scout","War of the Ring","Third Age","LOTR"
446,Orc Beastmaster,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Beastmaster","Beast-handler","War of the Ring","Third Age","LOTR"
447,Orc Wolf-rider of Mordor,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Gorgoroth","T.A.","slain","Rider","Warrior","War of the Ring","Third Age","LOTR"
448,Orc Warg-handler,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Handler","Beast-handler","War of the Ring","Third Age","LOTR"
449,Orc Messenger of Barad-dûr,"","","","Orc","—","—","—","Mordor","Mordor","Barad-dûr","T.A.","—","Barad-dûr","T.A.","slain","Messenger","Courier","War of the Ring","Third Age","LOTR"
450,Orc Courier of Minas Morgul,"","","","Orc","—","—","—","Mordor","Mordor","Minas Morgul","T.A.","—","Minas Morgul","T.A.","slain","Courier","Messenger","War of the Ring","Third Age","LOTR"
451,Orc Drudge,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Laborer","Servant","War of the Ring","Third Age","LOTR"
452,Orc Miner,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Miner","Laborer","War of the Ring","Third Age","LOTR"
453,Orc Tunnel-digger,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Digger","Laborer","War of the Ring","Third Age","LOTR"
454,Orc Carpenter,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Carpenter","Builder","War of the Ring","Third Age","LOTR"
455,Orc Cook of Gorgoroth,"","","","Orc","—","—","—","Mordor","Mordor","Gorgoroth","T.A.","—","Gorgoroth","T.A.","slain","Cook","Servant","War of the Ring","Third Age","LOTR"
456,Orc Water-carrier,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Carrier","Servant","War of the Ring","Third Age","LOTR"
457,Orc Torch-bearer,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Torch-bearer","Servant","War of the Ring","Third Age","LOTR"
458,Orc Drum-beater of Udûn,"","","","Orc","—","—","—","Mordor","Mordor","Udûn","T.A.","—","Udûn","T.A.","slain","Drummer","Servant","War of the Ring","Third Age","LOTR"
459,Orc Horn-signal Officer,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Horn-blower","Signalman","War of the Ring","Third Age","LOTR"
460,Orc Banner-carrier of Gorgoroth,"","","","Orc","—","—","—","Mordor","Mordor","Gorgoroth","T.A.","—","Gorgoroth","T.A.","slain","Banner-carrier","Warrior","War of the Ring","Third Age","LOTR"
461,Orc Standard-bearer of Udûn,"","","","Orc","—","—","—","Mordor","Mordor","Udûn","T.A.","—","Udûn","T.A.","slain","Standard-bearer","Warrior","War of the Ring","Third Age","LOTR"
462,Orc Standard-bearer of Nurn,"","","","Orc","—","—","—","Mordor","Mordor","Nurn","T.A.","—","Nurn","T.A.","slain","Standard-bearer","Warrior","War of the Ring","Third Age","LOTR"
463,Orc Standard-bearer of Minas Morgul,"","","","Orc","—","—","—","Mordor","Mordor","Minas Morgul","T.A.","—","Minas Morgul","T.A.","slain","Standard-bearer","Warrior","War of the Ring","Third Age","LOTR"
464,Orc Standard-bearer of Barad-dûr,"","","","Orc","—","—","—","Mordor","Mordor","Barad-dûr","T.A.","—","Barad-dûr","T.A.","slain","Standard-bearer","Warrior","War of the Ring","Third Age","LOTR"
465,Orc War-drum Captain,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Morannon","T.A. 3019","slain","Drum-captain","Signal-officer","Battle of the Morannon","Third Age","LOTR"
466,Orc War-horn Captain,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Morannon","T.A. 3019","slain","Horn-captain","Signal-officer","Battle of the Morannon","Third Age","LOTR"
467,Orc Siege Ram Operator,"","","","Orc","—","—","—","Mordor","Mordor","Minas Tirith","T.A.","—","Minas Tirith","T.A. 3019","slain","Operator","Siege-worker","Siege of Gondor","Third Age","LOTR"
468,Orc Catapult Loader,"","","","Orc","—","—","—","Mordor","Mordor","Minas Tirith","T.A.","—","Minas Tirith","T.A. 3019","slain","Loader","Siege-worker","Siege of Gondor","Third Age","LOTR"
469,Orc Catapult Commander,"","","","Orc","—","—","—","Mordor","Mordor","Minas Tirith","T.A.","—","Minas Tirith","T.A. 3019","slain","Commander","Artillery","Siege of Gondor","Third Age","LOTR"
470,Orc Gate-breaker,"","","","Orc","—","—","—","Mordor","Mordor","Minas Tirith","T.A.","—","Minas Tirith","T.A. 3019","slain","Demolition","Warrior","Siege of Gondor","Third Age","LOTR"
471,Orc Fire-pot Thrower,"","","","Orc","—","—","—","Mordor","Mordor","Minas Tirith","T.A.","—","Minas Tirith","T.A. 3019","slain","Grenadier","Warrior","Siege of Gondor","Third Age","LOTR"
472,Orc Pike Captain,"","","","Orc","—","—","—","Mordor","Mordor","Gorgoroth","T.A.","—","Gorgoroth","T.A.","slain","Captain","Warrior","War of the Ring","Third Age","LOTR"
473,Orc Swordmaster,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Swordmaster","Warrior","War of the Ring","Third Age","LOTR"
474,Orc Halberdier,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Halberdier","Warrior","War of the Ring","Third Age","LOTR"
475,Orc Axeman,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Axeman","Warrior","War of the Ring","Third Age","LOTR"
476,Orc Swordsman,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Swordsman","Warrior","War of the Ring","Third Age","LOTR"
477,Orc Spearman,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Spearman","Warrior","War of the Ring","Third Age","LOTR"
478,Orc Archer of Gorgoroth,"","","","Orc","—","—","—","Mordor","Mordor","Gorgoroth","T.A.","—","Gorgoroth","T.A.","slain","Archer","Warrior","War of the Ring","Third Age","LOTR"
479,Orc Archer of Udûn,"","","","Orc","—","—","—","Mordor","Mordor","Udûn","T.A.","—","Udûn","T.A.","slain","Archer","Warrior","War of the Ring","Third Age","LOTR"
480,Orc Archer of Nurn,"","","","Orc","—","—","—","Mordor","Mordor","Nurn","T.A.","—","Nurn","T.A.","slain","Archer","Warrior","War of the Ring","Third Age","LOTR"
481,Orc Archer of Gorgoroth (Elite),"","","","Orc","—","—","—","Mordor","Mordor","Gorgoroth","T.A.","—","Gorgoroth","T.A.","slain","Archer","Warrior","War of the Ring","Third Age","LOTR"
482,Orc Archer of Udûn (Elite),"","","","Orc","—","—","—","Mordor","Mordor","Udûn","T.A.","—","Udûn","T.A.","slain","Archer","Warrior","War of the Ring","Third Age","LOTR"
483,Orc Archer of Nurn (Elite),"","","","Orc","—","—","—","Mordor","Mordor","Nurn","T.A.","—","Nurn","T.A.","slain","Archer","Warrior","War of the Ring","Third Age","LOTR"
484,Orc Vanguard Warrior,"","","","Orc","—","—","—","Mordor","Mordor","Gorgoroth","T.A.","—","Gorgoroth","T.A.","slain","Vanguard","Warrior","War of the Ring","Third Age","LOTR"
485,Orc Rearguard Warrior,"","","","Orc","—","—","—","Mordor","Mordor","Gorgoroth","T.A.","—","Gorgoroth","T.A.","slain","Rearguard","Warrior","War of the Ring","Third Age","LOTR"
486,Orc Patrol Archer,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Archer","Scout","War of the Ring","Third Age","LOTR"
487,Orc Patrol Spearman,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Spearman","Scout","War of the Ring","Third Age","LOTR"
488,Orc Patrol Swordsman,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Swordsman","Scout","War of the Ring","Third Age","LOTR"
489,Orc Patrol Captain,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Captain","Scout","War of the Ring","Third Age","LOTR"
490,Orc Slave Overseer of Nurn (Elite),"","","","Orc","—","—","—","Mordor","Mordor","Nurn","T.A.","—","Nurn","T.A.","slain","Overseer","Slave-driver","War of the Ring","Third Age","LOTR"
491,Orc Field Guard of Nurn,"","","","Orc","—","—","—","Mordor","Mordor","Nurn","T.A.","—","Nurn","T.A.","slain","Guard","Warrior","War of the Ring","Third Age","LOTR"
492,Orc Field Laborer of Nurn,"","","","Orc","—","—","—","Mordor","Mordor","Nurn","T.A.","—","Nurn","T.A.","slain","Laborer","Servant","War of the Ring","Third Age","LOTR"
493,Orc Overseer of Gorgoroth Mines,"","","","Orc","—","—","—","Mordor","Mordor","Gorgoroth","T.A.","—","Gorgoroth","T.A.","slain","Overseer","Slave-driver","War of the Ring","Third Age","LOTR"
494,Orc Miner of Gorgoroth,"","","","Orc","—","—","—","Mordor","Mordor","Gorgoroth","T.A.","—","Gorgoroth","T.A.","slain","Miner","Laborer","War of the Ring","Third Age","LOTR"
495,Orc Tunnel Scout,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Scout","Tunnel-scout","War of the Ring","Third Age","LOTR"
496,Orc Tunnel Guard,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Guard","Tunnel-guard","War of the Ring","Third Age","LOTR"
497,Orc Tunnel Captain,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Captain","Tunnel-commander","War of the Ring","Third Age","LOTR"
498,Orc Beast Kennel Guard,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Guard","Beast-handler","War of the Ring","Third Age","LOTR"
499,Orc Beast Kennel Captain,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Captain","Beast-handler","War of the Ring","Third Age","LOTR"
500,Orc Warband Leader,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Leader","Warrior","War of the Ring","Third Age","LOTR"
501,Orc Warband Captain,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Captain","Warrior","War of the Ring","Third Age","LOTR"
502,Orc Warband Berserker,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Berserker","Warrior","War of the Ring","Third Age","LOTR"
503,Orc Warband Archer,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Archer","Warrior","War of the Ring","Third Age","LOTR"
504,Orc Warband Spearman,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Spearman","Warrior","War of the Ring","Third Age","LOTR"
505,Orc Warband Swordsman,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Swordsman","Warrior","War of the Ring","Third Age","LOTR"
506,Orc Warband Shield-bearer,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Shield-bearer","Warrior","War of the Ring","Third Age","LOTR"
507,Orc Warband Scout,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Scout","Scout","War of the Ring","Third Age","LOTR"
508,Orc Warband Lieutenant,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Lieutenant","Warrior","War of the Ring","Third Age","LOTR"
509,Orc Warband Drummer,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Drummer","Signal-officer","War of the Ring","Third Age","LOTR"
510,Orc Warband Horn-blower,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Horn-blower","Signal-officer","War of the Ring","Third Age","LOTR"
511,Orc Warband Standard-bearer,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Standard-bearer","Warrior","War of the Ring","Third Age","LOTR"
512,Orc Warband Tracker,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Tracker","Scout","War of the Ring","Third Age","LOTR"
513,Orc Warband Hunter,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Hunter","Scout","War of the Ring","Third Age","LOTR"
514,Orc Warband Beast-handler,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Beast-handler","Servant","War of the Ring","Third Age","LOTR"
515,Orc Warband Fire-starter,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Fire-starter","Saboteur","War of the Ring","Third Age","LOTR"
516,Orc Warband Saboteur,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Saboteur","Saboteur","War of the Ring","Third Age","LOTR"
517,Orc Warband Raider,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Raider","Warrior","War of the Ring","Third Age","LOTR"
518,Orc Warband Pillager,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Pillager","Warrior","War of the Ring","Third Age","LOTR"
519,Orc Warband Marauder,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Marauder","Warrior","War of the Ring","Third Age","LOTR"
520,Orc Warband Enforcer,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Enforcer","Warrior","War of the Ring","Third Age","LOTR"
521,Orc Warband Crusher,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Crusher","Warrior","War of the Ring","Third Age","LOTR"
522,Orc Warband Mauler,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Mauler","Warrior","War of the Ring","Third Age","LOTR"
523,Orc Warband Ravager,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Ravager","Warrior","War of the Ring","Third Age","LOTR"
524,Orc Warband Reaver,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Reaver","Warrior","War of the Ring","Third Age","LOTR"
525,Orc Warband Skirmisher,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Skirmisher","Warrior","War of the Ring","Third Age","LOTR"
526,Orc Warband Vanguard,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Vanguard","Warrior","War of the Ring","Third Age","LOTR"
527,Orc Warband Rearguard,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Rearguard","Warrior","War of the Ring","Third Age","LOTR"
528,Orc Warband Harasser,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Harasser","Warrior","War of the Ring","Third Age","LOTR"
529,Orc Warband Flanker,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Flanker","Warrior","War of the Ring","Third Age","LOTR"
530,Orc Warband Spear-guard,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Spear-guard","Warrior","War of the Ring","Third Age","LOTR"
531,Orc Warband Sword-guard,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Sword-guard","Warrior","War of the Ring","Third Age","LOTR"
532,Orc Warband Pike-guard,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Pike-guard","Warrior","War of the Ring","Third Age","LOTR"
533,Orc Warband Shield-guard,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Shield-guard","Warrior","War of the Ring","Third Age","LOTR"
534,Orc Warband Blade-runner,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Blade-runner","Scout","War of the Ring","Third Age","LOTR"
535,Orc Warband Spear-runner,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Spear-runner","Scout","War of the Ring","Third Age","LOTR"
536,Orc Warband Bow-runner,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Bow-runner","Scout","War of the Ring","Third Age","LOTR"
537,Orc Warband Fire-runner,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Fire-runner","Saboteur","War of the Ring","Third Age","LOTR"
538,Orc Warband Torch-runner,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Torch-runner","Saboteur","War of the Ring","Third Age","LOTR"
539,Orc Warband Signal-runner,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Signal-runner","Signal-officer","War of the Ring","Third Age","LOTR"
540,Orc Warband Watcher,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Watcher","Scout","War of the Ring","Third Age","LOTR"
541,Orc Warband Lookout,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Lookout","Scout","War of the Ring","Third Age","LOTR"
542,Orc Warband Sentinel,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Sentinel","Scout","War of the Ring","Third Age","LOTR"
543,Orc Warband Night-watch,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Night-watch","Scout","War of the Ring","Third Age","LOTR"
544,Orc Warband Day-watch,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Day-watch","Scout","War of the Ring","Third Age","LOTR"
545,Orc Warband Guard-captain,"","","","Orc","—","—","—","Mordor","Mordor","Mordor","T.A.","—","Mordor","T.A.","slain","Guard-captain","Warrior","War of the Ring","Third Age","LOTR"
